Hi.	สวัสดี
Tom says he wants to do that.	ทอมบอกว่าเขาต้องการทำอย่างนั้น
Tom was telling us the truth.	ทอมบอกความจริงกับเรา
Tom's death wasn't a suicide.	การตายของทอมไม่ใช่การฆ่าตัวตาย
We don't have this in Europe.	เราไม่มีสิ่งนี้ในยุโรป
We have lots of things to do.	เรามีหลายสิ่งให้ทำ
We were born on the same day.	เราเกิดในวันเดียวกัน
We'll stay here until Monday.	เราจะอยู่ที่นี่จนถึงวันจันทร์
What are you concerned about?	คุณกังวลเรื่องอะไร
What you say is usually true.	สิ่งที่คุณพูดมักเป็นจริง
When is the next guided tour?	เมื่อไหร่จะมีการนำเที่ยวอีก
Where did you see that woman?	คุณเห็นผู้หญิงคนนั้นอยู่ที่ไหน?
Where did you see that woman?	คุณเห็นผู้หญิงคนนั้นที่ไหน
Which is the smallest planet?	ดาวเคราะห์ดวงไหนเล็กที่สุด?
Which pair of shoes is yours?	รองเท้าคู่ไหนเป็นของคุณ
Why don't you sit next to me?	ทำไมคุณไม่นั่งข้างผม
Why's everyone looking at me?	ทำไมทุกคนมองมาที่ฉัน?
Yesterday, I studied all day.	เมื่อวานฉันเรียนทั้งวัน
You always forget your money.	คุณลืมเงินของคุณเป็นประจำ
You can't live without water.	คุณไม่สามารถอยู่ได้โดยปราศจากน้ำ
You did that right this time.	ครั้งนี้คุณทำถูกต้องแล้ว
You didn't tell me the truth.	คุณไม่ได้บอกความจริงกับผม
You know his name, don't you?	คุณรู้ชื่อเขาใช่ไหม
You must follow school rules.	คุณต้องปฏิบัติตามกฎของโรงเรียน
You need to do that tomorrow.	เธอต้องทำพรุ่งนี้
You won't find anything here.	คุณจะไม่พบอะไรที่นี่
You're not telling the truth.	คุณไม่ได้บอกความจริง
"Thank you." "You're welcome."	"ขอบคุณ" "ไม่เป็นอะไร"
A few of the balls are yellow.	ลูกบอลบางลูกเป็นสีเหลือง
All that glitters is not gold.	สิ่งที่เปล่งประกายนั่นไม่ใช่ทองคำ
Are any seats still available?	ยังมีที่นั่งว่างไหม
Are you really that desperate?	นี่คุณสิ้นหวังขนาดนั้นเลยเหรอ?
Can you pronounce these words?	คุณออกเสียงคำเหล่านี้ได้ไหม?
Did Tom tell you his password?	ทอมบอกรหัสผ่านเขากับคุณหรือเปล่า
Did you know Tom wouldn't win?	คุณรู้ไหมว่าทอมจะไม่ชนะ
Did you leave the window open?	คุณเปิดหน้าต่างทิ้งไว้หรือไม่?
Did you pass your examination?	คุณสอบผ่านหรือเปล่า
Do you have a pen in your car?	คุณมีปากกาอยู่ในรถไหม?
Do you have any cheaper rooms?	คุณมีห้องที่ถูกกว่านี้ไหม?
Do you know a good restaurant?	คุณรู้จักร้านอาหารดีๆไหม
Do you like going to concerts?	คุณชอบไปดูคอนเสิร์ตไหม?
Do you really not remember me?	คุณจำผมไม่ได้จริงๆหรอ
Do you think Tom will be late?	คุณคิดว่าทอมจะมาสายไหม
